Certifications,Department,Employee ID,Employee Type,Job Role,Leaving Status,Manager Name,Skills,Training History
Hootsuite Social Marketing Certification,Marketing,4097,Full-Time,Marketing Specialist,Active,Dawn Davidson,"['Content Marketing', 'SEO', 'Social Media Management', 'Google Analytics']","['Social Media Marketing Strategies', 'Content Marketing Mastery']"
Hootsuite Social Marketing Certification,Marketing,4162,Intern,Marketing Specialist,Active,Alexandra Parsons,['Content Marketing'],"['Social Media Marketing Strategies', 'SEO Best Practices']"
Hootsuite Social Marketing Certification,Marketing,4174,Intern,Marketing Specialist,Active,Jeffrey Miller,"['Content Marketing', 'SEO', 'Social Media Management', 'Google Analytics', 'Marketing Strategy']","['Google Analytics Insights', 'SEO Best Practices', 'Content Marketing Mastery']"
Hootsuite Social Marketing Certification,Marketing,4395,Full-Time,Marketing Specialist,On Leave,Carol Merritt,"['Marketing Strategy', 'Google Analytics']",[]
Hootsuite Social Marketing Certification,Marketing,4808,Intern,Marketing Specialist,On Leave,Linda Brown,"['Content Marketing', 'Google Analytics']","['Social Media Marketing Strategies', 'Digital Marketing Fundamentals', 'SEO Best Practices']"
Hootsuite Social Marketing Certification,Marketing,4971,Full-Time,Marketing Specialist,Resigned,Glenn Wu,"['Social Media Management', 'Google Analytics']","['SEO Best Practices', 'Social Media Marketing Strategies']"
Hootsuite Social Marketing Certification,Marketing,5031,Intern,Marketing Specialist,Active,Timothy Ashley,['Social Media Management'],['Digital Marketing Fundamentals']
Hootsuite Social Marketing Certification,Marketing,5177,Full-Time,Marketing Specialist,On Leave,Thomas Stevens,"['SEO', 'Marketing Strategy', 'Social Media Management', 'Content Marketing', 'Google Analytics']",[]
Hootsuite Social Marketing Certification,Marketing,5681,Part-Time,Marketing Specialist,On Leave,Nicholas Smith MD,"['SEO', 'Social Media Management', 'Content Marketing', 'Marketing Strategy', 'Google Analytics']","['Digital Marketing Fundamentals', 'SEO Best Practices', 'Content Marketing Mastery']"
Hootsuite Social Marketing Certification,Marketing,5968,Intern,Marketing Specialist,Active,Kenneth Lucas,"['Content Marketing', 'Social Media Management', 'SEO', 'Google Analytics', 'Marketing Strategy']","['Social Media Marketing Strategies', 'SEO Best Practices', 'Digital Marketing Fundamentals']"
Hootsuite Social Marketing Certification,Marketing,6183,Full-Time,Marketing Specialist,Active,Valerie Hernandez,"['Social Media Management', 'Content Marketing', 'Google Analytics']",['Social Media Marketing Strategies']
Hootsuite Social Marketing Certification,Marketing,6314,Full-Time,Marketing Specialist,Resigned,Megan Allen,"['Marketing Strategy', 'Content Marketing', 'Social Media Management']",['Digital Marketing Fundamentals']
Hootsuite Social Marketing Certification,Marketing,6354,Full-Time,Marketing Specialist,On Leave,Christopher Jackson,"['Social Media Management', 'Content Marketing', 'Google Analytics']",[]
Hootsuite Social Marketing Certification,Marketing,6442,Full-Time,Marketing Specialist,Active,Jacqueline Chambers,"['Content Marketing', 'Marketing Strategy', 'Google Analytics', 'Social Media Management', 'SEO']",[]
Hootsuite Social Marketing Certification,Marketing,6515,Full-Time,Marketing Specialist,On Leave,Kelly Gray,"['Content Marketing', 'Social Media Management']",['Digital Marketing Fundamentals']
Hootsuite Social Marketing Certification,Marketing,6765,Intern,Marketing Specialist,Active,Nancy Mckay,"['SEO', 'Social Media Management']",['Content Marketing Mastery']
Hootsuite Social Marketing Certification,Marketing,7035,Intern,Marketing Specialist,Resigned,Debra Simmons,"['Content Marketing', 'SEO', 'Marketing Strategy']","['Social Media Marketing Strategies', 'Digital Marketing Fundamentals', 'Content Marketing Mastery']"
Hootsuite Social Marketing Certification,Marketing,7110,Full-Time,Marketing Specialist,On Leave,Lisa Jones,"['Marketing Strategy', 'Social Media Management', 'Google Analytics', 'SEO', 'Content Marketing']",[]
Hootsuite Social Marketing Certification,Marketing,7596,Part-Time,Marketing Specialist,Active,Carolyn Pena,"['Google Analytics', 'Content Marketing', 'SEO', 'Social Media Management']","['Content Marketing Mastery', 'Google Analytics Insights']"
Hootsuite Social Marketing Certification,Marketing,7786,Full-Time,Marketing Specialist,Active,Lisa Deleon,"['SEO', 'Marketing Strategy', 'Social Media Management', 'Google Analytics']","['Google Analytics Insights', 'Social Media Marketing Strategies', 'SEO Best Practices']"
Hootsuite Social Marketing Certification,Marketing,8280,Full-Time,Marketing Specialist,Active,Frederick Porter,"['Social Media Management', 'Google Analytics', 'Content Marketing', 'Marketing Strategy', 'SEO']",[]
Hootsuite Social Marketing Certification,Marketing,8515,Full-Time,Marketing Specialist,Active,Nicole Young,"['Content Marketing', 'SEO', 'Marketing Strategy']","['Content Marketing Mastery', 'Digital Marketing Fundamentals', 'SEO Best Practices']"
Hootsuite Social Marketing Certification,Marketing,8587,Full-Time,Marketing Specialist,On Leave,Julie Russell,"['Marketing Strategy', 'Google Analytics']",[]
Hootsuite Social Marketing Certification,Marketing,8701,Full-Time,Marketing Specialist,Resigned,Trevor Gomez,['Google Analytics'],"['Content Marketing Mastery', 'SEO Best Practices', 'Google Analytics Insights']"
Hootsuite Social Marketing Certification,Marketing,8744,Intern,Marketing Specialist,Active,Kathy Burke,"['SEO', 'Social Media Management', 'Content Marketing', 'Google Analytics']","['Social Media Marketing Strategies', 'SEO Best Practices']"
Hootsuite Social Marketing Certification,Marketing,9069,Full-Time,Marketing Specialist,Active,Thomas Flores,"['Marketing Strategy', 'Social Media Management', 'SEO']",['Content Marketing Mastery']
Hootsuite Social Marketing Certification,Marketing,9474,Full-Time,Marketing Specialist,Active,James Robertson,['Content Marketing'],"['Content Marketing Mastery', 'Google Analytics Insights']"
Hootsuite Social Marketing Certification,Marketing,9701,Intern,Marketing Specialist,Active,George Padilla,"['Google Analytics', 'Marketing Strategy', 'Social Media Management', 'SEO']",['Google Analytics Insights']
Hootsuite Social Marketing Certification,Marketing,9770,Intern,Marketing Specialist,On Leave,Corey Maynard,['Social Media Management'],[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,669,Full-Time,Marketing Specialist,Resigned,Gregory Campos,['Google Analytics'],[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,2998,Full-Time,Marketing Specialist,Active,Sean Anthony,"['Marketing Strategy', 'Content Marketing', 'Google Analytics', 'SEO']","['Content Marketing Mastery', 'Social Media Marketing Strategies', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,4378,Full-Time,Marketing Specialist,Active,John Hall,"['Marketing Strategy', 'Google Analytics', 'Content Marketing', 'SEO']","['Google Analytics Insights', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,4963,Full-Time,Marketing Specialist,On Leave,Bryce Robinson,"['Content Marketing', 'Google Analytics', 'Marketing Strategy']",['Google Analytics Insights']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,5086,Full-Time,Marketing Specialist,Active,Tammy Kim,"['Marketing Strategy', 'Google Analytics', 'SEO', 'Social Media Management']",['SEO Best Practices']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,5496,Full-Time,Marketing Specialist,Resigned,Scott Armstrong,"['Marketing Strategy', 'Social Media Management', 'SEO', 'Google Analytics', 'Content Marketing']","['Social Media Marketing Strategies', 'Content Marketing Mastery']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,5601,Intern,Marketing Specialist,Active,Tara Brooks,"['Marketing Strategy', 'Google Analytics', 'Content Marketing', 'SEO', 'Social Media Management']","['Google Analytics Insights', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,5748,Full-Time,Marketing Specialist,Resigned,Jennifer Nelson,"['Social Media Management', 'Content Marketing', 'Google Analytics', 'SEO', 'Marketing Strategy']","['Social Media Marketing Strategies', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,5890,Part-Time,Marketing Specialist,On Leave,Tammy Fernandez,"['Social Media Management', 'SEO', 'Marketing Strategy', 'Google Analytics']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,6072,Full-Time,Marketing Specialist,Active,Anthony Bennett,"['Content Marketing', 'Social Media Management']","['Content Marketing Mastery', 'Social Media Marketing Strategies', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,6269,Full-Time,Marketing Specialist,Active,Robert Johns,"['Marketing Strategy', 'Google Analytics', 'Social Media Management']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,6932,Intern,Marketing Specialist,Resigned,Brandon Whitaker,"['Content Marketing', 'Google Analytics']","['Digital Marketing Fundamentals', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,7420,Full-Time,Marketing Specialist,Resigned,Tammy Martinez,"['Marketing Strategy', 'Content Marketing', 'Google Analytics', 'Social Media Management', 'SEO']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,8523,Intern,Marketing Specialist,Active,Carrie Smith,"['Marketing Strategy', 'Social Media Management']","['Content Marketing Mastery', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,8557,Intern,Marketing Specialist,On Leave,Gloria Walters MD,['Social Media Management'],"['Content Marketing Mastery', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,9030,Full-Time,Marketing Specialist,On Leave,Rachel Pham,"['Google Analytics', 'Social Media Management', 'Content Marketing', 'SEO']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,9389,Intern,Marketing Specialist,Active,Alyssa Leonard,"['Content Marketing', 'Marketing Strategy', 'Social Media Management']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification",Marketing,9919,Full-Time,Marketing Specialist,On Leave,Misty Wright,"['Marketing Strategy', 'Social Media Management', 'Google Analytics', 'Content Marketing', 'SEO']","['SEO Best Practices', 'Social Media Marketing Strategies', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,1932,Intern,Marketing Specialist,Active,Robert Trujillo,"['SEO', 'Content Marketing', 'Social Media Management', 'Google Analytics']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,4227,Intern,Marketing Specialist,Active,Caleb Berry DVM,"['Marketing Strategy', 'Google Analytics', 'SEO', 'Social Media Management', 'Content Marketing']",['SEO Best Practices']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,5524,Full-Time,Marketing Specialist,Resigned,Chad Burns,['Marketing Strategy'],['Digital Marketing Fundamentals']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,6443,Part-Time,Marketing Specialist,Active,Brittany Nielsen,"['Content Marketing', 'Marketing Strategy', 'Google Analytics', 'SEO', 'Social Media Management']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,6452,Full-Time,Marketing Specialist,Active,Gary Parker,['SEO'],['SEO Best Practices']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,7582,Full-Time,Marketing Specialist,On Leave,Sara Cunningham,['Google Analytics'],"['Digital Marketing Fundamentals', 'Google Analytics Insights', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,8698,Full-Time,Marketing Specialist,Resigned,John Graham,"['Marketing Strategy', 'Google Analytics', 'Social Media Management', 'SEO']","['Digital Marketing Fundamentals', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,1314,Full-Time,Marketing Specialist,On Leave,Dominique King,"['Marketing Strategy', 'Content Marketing', 'SEO']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,2101,Full-Time,Marketing Specialist,On Leave,Joshua Murray,"['SEO', 'Marketing Strategy', 'Content Marketing']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,3133,Intern,Marketing Specialist,On Leave,Chad Perez,"['SEO', 'Content Marketing', 'Marketing Strategy']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,3196,Full-Time,Marketing Specialist,On Leave,Mr. Jose Jones,"['Content Marketing', 'Marketing Strategy', 'Google Analytics']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,3523,Part-Time,Marketing Specialist,On Leave,Haley Elliott,"['SEO', 'Google Analytics']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,4258,Full-Time,Marketing Specialist,Active,Daisy Mason,['Google Analytics'],"['Social Media Marketing Strategies', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, Google Analytics Individual Qualification (GAIQ), HubSpot Content Marketing Certification",Marketing,5069,Full-Time,Marketing Specialist,Active,Donald Lang,"['Marketing Strategy', 'Content Marketing', 'SEO', 'Google Analytics', 'Social Media Management']","['SEO Best Practices', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,1106,Intern,Marketing Specialist,Active,Emily Fisher PhD,"['Marketing Strategy', 'Social Media Management', 'SEO', 'Google Analytics', 'Content Marketing']","['Social Media Marketing Strategies', 'Google Analytics Insights', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,1961,Full-Time,Marketing Specialist,Active,Jose Smith,['Social Media Management'],['SEO Best Practices']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,3475,Part-Time,Marketing Specialist,Resigned,Richard Andrade,"['Marketing Strategy', 'SEO', 'Google Analytics', 'Social Media Management', 'Content Marketing']","['Social Media Marketing Strategies', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,3790,Intern,Marketing Specialist,On Leave,Kimberly Richards,"['Google Analytics', 'Marketing Strategy', 'SEO']","['SEO Best Practices', 'Social Media Marketing Strategies', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,4843,Intern,Marketing Specialist,Active,Christopher Brooks,"['Social Media Management', 'Content Marketing', 'Google Analytics', 'SEO']","['SEO Best Practices', 'Google Analytics Insights', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,5062,Intern,Marketing Specialist,Active,Dr. Michelle Craig,"['Content Marketing', 'Social Media Management', 'Marketing Strategy', 'Google Analytics', 'SEO']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,5592,Full-Time,Marketing Specialist,Active,Kim Lopez,"['SEO', 'Social Media Management', 'Marketing Strategy', 'Google Analytics']","['Social Media Marketing Strategies', 'Digital Marketing Fundamentals', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,6335,Intern,Marketing Specialist,Active,Michael Sanford,"['Marketing Strategy', 'Content Marketing']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,7737,Intern,Marketing Specialist,Active,Michael Morris,"['Google Analytics', 'Content Marketing']","['Content Marketing Mastery', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,8126,Full-Time,Marketing Specialist,On Leave,Gary Cardenas,"['Social Media Management', 'Content Marketing']","['Digital Marketing Fundamentals', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,9234,Intern,Marketing Specialist,Resigned,Lori Hernandez,"['SEO', 'Google Analytics']","['Content Marketing Mastery', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,9798,Full-Time,Marketing Specialist,Active,Daniel Grant,['Social Media Management'],[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,2696,Full-Time,Marketing Specialist,Resigned,Shelly Solis,"['Content Marketing', 'Google Analytics', 'SEO', 'Marketing Strategy']",['Digital Marketing Fundamentals']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,4974,Full-Time,Marketing Specialist,On Leave,Frank Foley,"['SEO', 'Google Analytics', 'Marketing Strategy', 'Social Media Management']",['Google Analytics Insights']
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,5428,Full-Time,Marketing Specialist,Resigned,Bryan Thomas,"['Marketing Strategy', 'Google Analytics', 'SEO', 'Social Media Management']","['Social Media Marketing Strategies', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,5880,Full-Time,Marketing Specialist,Active,Danielle Robinson,"['Google Analytics', 'Content Marketing', 'Marketing Strategy', 'SEO', 'Social Media Management']",[]
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,7103,Full-Time,Marketing Specialist,Active,Jeffrey Galvan,['Marketing Strategy'],"['Content Marketing Mastery', 'Social Media Marketing Strategies', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,8483,Full-Time,Marketing Specialist,On Leave,Mary Knight,['Google Analytics'],"['Content Marketing Mastery', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Facebook Blueprint Certification, HubSpot Content Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,9513,Full-Time,Marketing Specialist,Active,Jacqueline Pierce,['Marketing Strategy'],[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,211,Full-Time,Marketing Specialist,Resigned,Kevin Carter,"['SEO', 'Social Media Management', 'Content Marketing', 'Google Analytics']","['Content Marketing Mastery', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,457,Intern,Marketing Specialist,Resigned,James Peters,"['Google Analytics', 'SEO', 'Content Marketing', 'Social Media Management', 'Marketing Strategy']","['SEO Best Practices', 'Content Marketing Mastery']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,570,Intern,Marketing Specialist,Resigned,Alejandra Taylor,"['Marketing Strategy', 'Social Media Management', 'Content Marketing', 'Google Analytics']",['Digital Marketing Fundamentals']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,1070,Full-Time,Marketing Specialist,Resigned,Angela Elliott,"['Google Analytics', 'Marketing Strategy', 'Content Marketing', 'Social Media Management', 'SEO']","['Content Marketing Mastery', 'Google Analytics Insights', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,1295,Full-Time,Marketing Specialist,Resigned,Charles Jackson,"['SEO', 'Marketing Strategy']",['Content Marketing Mastery']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,1371,Intern,Marketing Specialist,Active,Jennifer Sanchez,"['Content Marketing', 'SEO', 'Marketing Strategy', 'Google Analytics', 'Social Media Management']","['SEO Best Practices', 'Content Marketing Mastery']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,1667,Part-Time,Marketing Specialist,Resigned,Charles Vincent,"['Social Media Management', 'Content Marketing']","['Google Analytics Insights', 'Content Marketing Mastery', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,1715,Full-Time,Marketing Specialist,Active,Maria Brown,['Marketing Strategy'],"['Content Marketing Mastery', 'Digital Marketing Fundamentals', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,2852,Intern,Marketing Specialist,Active,Maxwell Simmons,"['SEO', 'Content Marketing', 'Social Media Management', 'Google Analytics', 'Marketing Strategy']","['Social Media Marketing Strategies', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,3272,Full-Time,Marketing Specialist,Resigned,Jordan Floyd,"['SEO', 'Content Marketing', 'Marketing Strategy']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,3488,Full-Time,Marketing Specialist,Resigned,Phillip Fuller,"['Content Marketing', 'Marketing Strategy']","['Content Marketing Mastery', 'Google Analytics Insights', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,3669,Intern,Marketing Specialist,Active,Jessica Mendoza,"['Marketing Strategy', 'Social Media Management', 'SEO', 'Google Analytics']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,5185,Full-Time,Marketing Specialist,On Leave,Michaela Young,"['Google Analytics', 'Content Marketing', 'Social Media Management']",['Social Media Marketing Strategies']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,5378,Full-Time,Marketing Specialist,Active,Laura Cline,"['Marketing Strategy', 'Content Marketing', 'Google Analytics', 'SEO']","['Google Analytics Insights', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,6555,Intern,Marketing Specialist,Resigned,Dillon Harrell,['Social Media Management'],"['Content Marketing Mastery', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,7241,Intern,Marketing Specialist,On Leave,Eric Cole,"['Marketing Strategy', 'Google Analytics', 'Content Marketing']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,7293,Full-Time,Marketing Specialist,Resigned,Aaron Miller,"['Social Media Management', 'Google Analytics', 'Marketing Strategy', 'Content Marketing']",['Social Media Marketing Strategies']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,8111,Full-Time,Marketing Specialist,On Leave,Theresa Zavala,['Marketing Strategy'],"['Content Marketing Mastery', 'Social Media Marketing Strategies', 'SEO Best Practices']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,8457,Part-Time,Marketing Specialist,On Leave,Jasmine Barnett,"['Content Marketing', 'SEO']",['SEO Best Practices']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,9306,Full-Time,Marketing Specialist,Active,Stephen Nichols,"['Marketing Strategy', 'SEO']",['Digital Marketing Fundamentals']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ)",Marketing,9765,Full-Time,Marketing Specialist,On Leave,Heather Simpson,['Content Marketing'],"['SEO Best Practices', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,598,Intern,Marketing Specialist,On Leave,Charles Ochoa,"['Social Media Management', 'Google Analytics', 'SEO', 'Content Marketing']","['Social Media Marketing Strategies', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,638,Part-Time,Marketing Specialist,On Leave,Michael Stanley,"['Content Marketing', 'Google Analytics']","['Google Analytics Insights', 'Social Media Marketing Strategies']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,1818,Full-Time,Marketing Specialist,Resigned,Kimberly Phillips,"['Content Marketing', 'Social Media Management']","['Social Media Marketing Strategies', 'Digital Marketing Fundamentals']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,2182,Part-Time,Marketing Specialist,Resigned,Ashley Anderson,"['SEO', 'Social Media Management', 'Marketing Strategy', 'Content Marketing']","['Content Marketing Mastery', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,5012,Full-Time,Marketing Specialist,Resigned,Timothy Lee,['Marketing Strategy'],[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,5660,Full-Time,Marketing Specialist,Active,Carolyn Neal,"['Content Marketing', 'Marketing Strategy']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,6453,Full-Time,Marketing Specialist,On Leave,Pamela Estes,"['SEO', 'Marketing Strategy', 'Content Marketing', 'Google Analytics', 'Social Media Management']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,6698,Full-Time,Marketing Specialist,Resigned,Scott Owens,"['SEO', 'Social Media Management', 'Google Analytics', 'Marketing Strategy', 'Content Marketing']",['Digital Marketing Fundamentals']
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,9029,Full-Time,Marketing Specialist,Resigned,Connor Pace,"['Marketing Strategy', 'SEO', 'Social Media Management', 'Google Analytics']","['Digital Marketing Fundamentals', 'Google Analytics Insights']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification",Marketing,9172,Full-Time,Marketing Specialist,On Leave,Michael Copeland,"['Content Marketing', 'SEO', 'Google Analytics', 'Social Media Management']",[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,131,Full-Time,Marketing Specialist,On Leave,Mrs. Angie Williams,"['Marketing Strategy', 'Google Analytics', 'Content Marketing', 'SEO']","['Google Analytics Insights', 'Content Marketing Mastery']"
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,1069,Intern,Marketing Specialist,Resigned,Adam Owens,['Content Marketing'],[]
"Hootsuite Social Marketing Certification, Google Analytics Individual Qualification (GAIQ), Facebook Blueprint Certification, HubSpot Content Marketing Certification",Marketing,1405,Part-Time,Marketing Specialist,Active,Daisy Martin,['SEO'],['Content Marketing Mastery']
